filename_x,topic_id,topic_keywords,file_id,filename_y,speech_valence,speech_arousal,text_valence,text_arousal,fused_valence,fused_arousal,speech_valence_norm,speech_arousal_norm,text_valence_norm,text_arousal_norm,emotion_label
011.txt,-1,Outlier,011,011.wav,-0.0061,-0.0026,0.1603,3.3129,-0.4911131459456616,0.6603743156795645,-0.2955245470153854,0.9587301587301588,-0.6867017448759377,0.3620184726289703,Negative (Low/Med arousal)
012.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",012,012.wav,-0.0087,-0.0037,0.6284,3.6023,-0.1481572103399319,0.7331377365844587,-0.701531933594453,0.9412698412698411,0.4052175129145892,0.5250056318990762,Neutral
013.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",013,013.wav,-0.011,-0.0047,0.6222,3.7086,-0.243907433687034,0.7551347722388497,-0.8788605671232838,0.9253968253968252,0.3910456997492156,0.584872719080874,Neutral
014.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",014,014.wav,-0.004,-0.0017,0.3993,3.4701,-0.0194901394652594,0.7117838995626785,0.1511375415853843,0.973015873015873,-0.1901178205159032,0.4505519261094839,Neutral
015.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",015,015.wav,-0.0045,-0.0019,1.1293,3.8882,0.4946527008392102,0.8279314481668614,0.0434880866305984,0.9698412698412698,0.945817315047822,0.686021626492453,"Excited (Positive, High arousal)"
016.txt,-1,Outlier,016,016.wav,-0.001,-0.0004,0.31,3.3923,0.1286606504396701,0.7001932724730652,0.6668435190472259,0.9936507936507936,-0.4095222181678857,0.4067357512953367,Neutral
017.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",017,017.wav,-0.0147,-0.0063,0.4307,3.4974,-0.5406546798580942,0.6829635052939851,-0.974554352151698,0.9,-0.1067550075644906,0.46592701058797,Negative (Low/Med arousal)
018.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",018,018.wav,-0.0028,-0.0012,0.3365,3.3994,0.0217273242171278,0.6958433902959696,0.391353699250912,0.9809523809523808,-0.3478990508166564,0.4107343996395583,Neutral
019.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",019,019.wav,-0.0152,-0.0065,0.2157,3.3656,-0.7891145645456379,0.6442619887934148,-0.9794788120382002,0.8968253968253969,-0.5987503170530755,0.3916985807614327,Negative (Low/Med arousal)
020.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",020,020.wav,-0.0151,-0.0065,0.7233,3.7107,-0.1910478608174684,0.7414404073561541,-0.9785758841578448,0.8968253968253969,0.5964801625229079,0.5860554178869114,Neutral
021.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",021,021.wav,-0.0047,-0.002,0.1183,3.326,-0.3711937617437167,0.6688251143364907,0.0,0.9682539682539684,-0.7423875234874334,0.3693962604190132,Negative (Low/Med arousal)
022.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",022,022.wav,-0.0148,-0.0064,0.5154,3.5238,-0.4266606737180647,0.6896039612811407,-0.9756246810551636,0.8984126984126983,0.1223033336190342,0.4807952241495831,Negative (Low/Med arousal)
023.txt,-1,Outlier,023,023.wav,-0.0163,-0.007,-0.0319,3.1772,-0.9322517025564336,0.5872412455257691,-0.9872351187076928,0.888888888888889,-0.8772682864051746,0.2855936021626491,Negative (Low/Med arousal)
024.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",024,024.wav,-0.0099,-0.0042,0.611,3.6096,-0.2232636818662473,0.7312251257790793,-0.8114991814600436,0.9333333333333332,0.3649718177275489,0.5291169182248252,Neutral
025.txt,-1,Outlier,025,025.wav,-0.0118,-0.0051,0.6591,3.6597,-0.2202171383434644,0.7381901758225253,-0.9129236580145276,0.919047619047619,0.4724893813275987,0.5573327325974317,Neutral
026.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",026,026.wav,-0.0064,-0.0027,0.3412,3.3852,-0.3452580715452068,0.6799399800469861,-0.3538885204712752,0.9571428571428572,-0.3366276226191383,0.4027371029511151,Neutral
027.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",027,027.wav,-0.0133,-0.0057,0.9502,3.7922,-0.0454721339299252,0.7707396024415623,-0.9536998868511408,0.9095238095238096,0.8627556189912904,0.6319553953593149,Neutral
028.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",028,028.wav,-0.0179,-0.0077,0.2946,3.3949,-0.718675196269727,0.6429889114164851,-0.9936168898568496,0.8777777777777778,-0.4437335026826045,0.4082000450551923,Negative (Low/Med arousal)
029.txt,-1,Outlier,029,029.wav,-0.0053,-0.0023,0.4922,3.5152,-0.0349920755584377,0.7197219272179849,-0.1298100097578015,0.9634920634920636,0.0598258586409259,0.4759517909439061,Neutral
030.txt,-1,Outlier,030,030.wav,-0.0028,-0.0012,0.2232,3.3399,-0.097083833711437,0.6790884905437732,0.391353699250912,0.9809523809523808,-0.5855213666737861,0.3772246001351655,Neutral
031.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",031,031.wav,-0.0031,-0.0013,0.4434,3.4748,0.1310869944463772,0.7162819990202283,0.3347109958396199,0.9793650793650792,-0.0725370069468655,0.4531989186753772,Neutral
032.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",032,032.wav,-0.0108,-0.0046,0.2217,3.3352,-0.7283809296994602,0.6507808672766996,-0.8685691630523388,0.926984126984127,-0.5881926963465817,0.3745776075692721,Negative (Low/Med arousal)
033.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",033,033.wav,-0.0003,-0.0001,0.3636,3.3868,0.2307365240971717,0.7010254526080162,0.7430887899880899,0.9984126984126984,-0.2816157417937464,0.4036382068033339,Neutral
034.txt,-1,Outlier,034,034.wav,-0.0019,-0.0008,0.3869,3.5183,0.160605300486215,0.7324996334795838,0.5435760144175383,0.9873015873015872,-0.2223654134451081,0.4776976796575803,Neutral
035.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",035,035.wav,-0.0034,-0.0015,0.5349,3.4512,0.2248195739172132,0.7080490565228118,0.2755416539636045,0.9761904761904762,0.1740974938708219,0.4399076368551474,Neutral
036.txt,-1,Outlier,036,036.wav,-0.0117,-0.005,0.9997,3.8204,-0.0079168269501055,0.7842361356947974,-0.9092266064502158,0.9206349206349208,0.8933929525500047,0.6478373507546742,Neutral
037.txt,-1,Outlier,037,037.wav,-0.0018,-0.0008,0.327,3.4194,0.0941741886413795,0.7046498925469413,0.5587233694047807,0.9873015873015872,-0.3703749921220216,0.4219981977922954,Neutral
038.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",038,038.wav,-0.0056,-0.0024,0.0233,3.3183,-0.5155910533534458,0.6634822300174856,-0.1933547687110741,0.961904761904762,-0.8378273379958173,0.3650596981302093,Negative (Low/Med arousal)
039.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",039,039.wav,-0.0268,-0.0115,0.1772,3.3138,-0.8307687638121259,0.5899928305030806,-0.9998668257548028,0.8174603174603176,-0.6616707018694491,0.3625253435458436,Negative (Low/Med arousal)
040.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",040,040.wav,-0.018,-0.0077,0.3905,3.4279,-0.6034688495349118,0.6522815448924932,-0.9938878668172064,0.8777777777777778,-0.2130498322526171,0.4267853120072087,Negative (Low/Med arousal)
041.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",041,041.wav,-0.022,-0.0094,0.2959,3.3706,-0.7199090878521747,0.6226540905466338,-0.998925153666806,0.8507936507936508,-0.4408930220375432,0.3945145302996169,Negative (Low/Med arousal)
042.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",042,042.wav,-0.0199,-0.0085,0.5388,3.5306,-0.4064852305787111,0.6748521403004395,-0.9973216487759988,0.8650793650793651,0.1843511876185764,0.4846249155215138,Negative (Low/Med arousal)
043.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",043,043.wav,-0.0025,-0.0011,1.4569,3.8855,0.7179144625849285,0.833520348140758,0.4451785165143606,0.9825396825396826,0.9906504086554966,0.6845010137418335,"Excited (Positive, High arousal)"
044.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",044,044.wav,-0.007,-0.003,0.2037,3.2752,-0.5408540549768193,0.6465835827460066,-0.4624541840002565,0.9523809523809524,-0.6192539259533819,0.3407862131110608,Negative (Low/Med arousal)
045.txt,-1,Outlier,045,045.wav,-0.052,-0.0223,0.2163,3.347,-0.7988518708809977,0.5136274972555666,-0.9999999976984888,0.6460317460317461,-0.5977037440635068,0.3812232484793871,Negative (Low/Med arousal)
046.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",046,046.wav,-0.0906,-0.0388,0.3842,3.4245,-0.6146628264175393,0.4044987252241138,-1.0,0.3841269841269841,-0.2293256528350788,0.4248704663212434,Negative (Low/Med arousal)
047.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",047,047.wav,-0.0046,-0.002,1.3246,4.0419,0.5013318685215621,0.8704189417751029,0.0217543337063033,0.9682539682539684,0.9809094033368208,0.7725839152962377,"Excited (Positive, High arousal)"
048.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",048,048.wav,-0.0033,-0.0014,0.616,3.5584,0.3361052721010673,0.739029686365798,0.2955245470153854,0.977777777777778,0.3766859971867493,0.5002815949538182,Neutral
049.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",049,049.wav,-0.003,-0.0013,0.218,3.3363,-0.1204194240034999,0.677281097916376,0.3538885204712752,0.9793650793650792,-0.5947273684782751,0.3751971164676728,Neutral
050.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",050,050.wav,-0.0194,-0.0083,1.1945,3.9534,-0.0175012292930822,0.7954977883621721,-0.9966717268199944,0.8682539682539683,0.9616692682338298,0.7227416084703759,Neutral
051.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",051,051.wav,-0.0064,-0.0028,0.4866,3.4909,-0.1546164433242821,0.7089109158719431,-0.3538885204712752,0.9555555555555556,0.0446556338227109,0.4622662761883305,Neutral
052.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",052,052.wav,-0.0087,-0.0037,0.443,3.4923,-0.3875748558573166,0.7021622916644318,-0.701531933594453,0.9412698412698411,-0.0736177781201803,0.4630547420590222,Negative (Low/Med arousal)
053.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",053,053.wav,-0.0105,-0.0045,0.6414,3.6738,-0.208648315805887,0.74692256943327,-0.8516009380881004,0.9285714285714286,0.4343043064763263,0.5652737102951113,Neutral
054.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",054,054.wav,-0.015,-0.0064,0.9243,3.8316,-0.0669967224227648,0.7762788880664526,-0.9776336765416028,0.8984126984126983,0.8436402316960729,0.654145077720207,Neutral
055.txt,-1,Outlier,055,055.wav,-0.0044,-0.0019,0.591,3.6738,0.1910781101862402,0.7675574900681905,0.0651807557994188,0.9698412698412698,0.3169754645730616,0.5652737102951113,Neutral
056.txt,-1,Outlier,056,056.wav,-0.0173,-0.0074,0.3297,3.3266,-0.6778749941459215,0.6261369284516389,-0.9917203813058174,0.8825396825396825,-0.3640296069860254,0.3697341743635953,Negative (Low/Med arousal)
057.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",057,057.wav,-0.0045,-0.0019,0.842,3.6963,0.4046470294645487,0.7738933765291052,0.0434880866305984,0.9698412698412698,0.765805972298499,0.5779454832169405,"Excited (Positive, High arousal)"
058.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",058,058.wav,-0.0095,-0.0041,0.4937,3.4957,-0.3578620289910216,0.6999451113328111,-0.779608973152822,0.9349206349206348,0.0638849151707786,0.4649695877449873,Negative (Low/Med arousal)
059.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",059,059.wav,-0.0047,-0.002,0.4487,3.4381,-0.0291008371605814,0.7003919086595364,0.0,0.9682539682539684,-0.0582016743211629,0.4325298490651045,Neutral
060.txt,-1,Outlier,060,060.wav,-0.0056,-0.0024,1.8277,4.3796,0.4026965268767224,0.9623389545049827,-0.1933547687110741,0.961904761904762,0.998747822464519,0.9627731471052036,"Excited (Positive, High arousal)"
061.txt,-1,Outlier,061,061.wav,-0.0036,-0.0015,0.5669,3.5086,0.2458973034153041,0.7242126068719895,0.2348679380029474,0.9761904761904762,0.2569266688276608,0.4722347375535028,Neutral
062.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",062,062.wav,-0.0028,-0.0012,0.8852,3.8542,0.6007502873360541,0.8239127752925905,0.391353699250912,0.9809523809523808,0.8101468754211961,0.6668731696328001,"Excited (Positive, High arousal)"
063.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",063,063.wav,-0.0031,-0.0013,0.4679,3.466,0.1642995468288793,0.7138039634266261,0.3347109958396199,0.9793650793650792,-0.0061119021818612,0.4482428474881729,Neutral
064.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",064,064.wav,-0.0051,-0.0022,0.2439,3.3698,-0.3170822004591284,0.6795716717264363,-0.086811993232113,0.9650793650793652,-0.5473524076861437,0.3940639783735075,Neutral
065.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",065,065.wav,-0.0648,-0.0278,1.1431,3.9044,-0.0251837612029823,0.6269377308631644,-0.99999999999123,0.5587301587301587,0.9496324775852651,0.6951453029961701,Neutral
066.txt,-1,Outlier,066,066.wav,-0.0132,-0.0057,0.1004,3.223,-0.8575634849155311,0.6104557547281133,-0.9516903738235608,0.9095238095238096,-0.7634365960075012,0.311387699932417,Negative (Low/Med arousal)
067.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",067,067.wav,-0.0021,-0.0009,1.0207,3.8733,0.7082667811896445,0.8316721912914748,0.5121957648606152,0.9857142857142858,0.9043377975186736,0.6776300968686639,"Excited (Positive, High arousal)"
068.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",068,068.wav,-0.0194,-0.0083,0.4308,3.4925,-0.551579089472196,0.6657106741472589,-0.9966717268199944,0.8682539682539683,-0.1064864521243978,0.4631673800405496,Negative (Low/Med arousal)
069.txt,-1,Outlier,069,069.wav,-0.004,-0.0017,1.0416,3.8651,0.5326514104565987,0.8230139063209574,0.1511375415853843,0.973015873015873,0.914165279327813,0.6730119396260417,"Excited (Positive, High arousal)"
070.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",070,070.wav,-0.0153,-0.0066,1.0307,3.8399,-0.0355887311280693,0.7770288245958441,-0.9803440637096836,0.8952380952380952,0.9091666014535452,0.658819553953593,Neutral
071.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",071,071.wav,-0.0207,-0.0089,0.2868,3.3382,-0.7293485335193538,0.6174986680111708,-0.9981083094360343,0.8587301587301588,-0.4605887576026732,0.3762671772921828,Negative (Low/Med arousal)
072.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",072,072.wav,-0.0125,-0.0054,0.6587,2.957,-0.2317006679461632,0.5379324493933639,-0.93504628362174,0.9142857142857144,0.4716449477294134,0.1615791845010135,Neutral
073.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",073,073.wav,-0.0086,-0.0037,0.1209,3.2044,-0.7147566974538406,0.6210911044601064,-0.6903127105305045,0.9412698412698411,-0.7392006843771769,0.3009123676503716,Negative (Low/Med arousal)
074.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",074,074.wav,-0.0024,-0.001,-0.2023,3.2889,-0.2435223734859048,0.6663144494863349,0.4624541840002565,0.984126984126984,-0.9494989309720664,0.3485019148456857,Neutral
075.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",075,075.wav,-0.0023,-0.001,0.1101,3.3583,-0.1364179154718607,0.6858571392813337,0.4793857139904118,0.984126984126984,-0.7522215449341332,0.3875872944356834,Neutral
076.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",076,076.wav,-0.0017,-0.0007,0.4352,3.4558,0.2394258744155346,0.7156935996595829,0.5735069245170753,0.9888888888888888,-0.094655175686006,0.4424983104302769,Neutral
077.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",077,077.wav,-0.0037,-0.0016,0.0563,2.8306,-0.2974077962323854,0.5324975773894449,0.2142080780869338,0.9746031746031748,-0.8090236705517048,0.0903919801757151,Neutral
078.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",078,078.wav,-0.0192,-0.0082,0.5416,3.5184,-0.4023406759978851,0.673797634244807,-0.9963696343935808,0.8698412698412699,0.1916882823978104,0.4777539986483441,Negative (Low/Med arousal)
079.txt,-1,Outlier,079,079.wav,-0.008,-0.0034,0.3268,3.247,-0.4932582467239058,0.6354680018737238,-0.6156728355379173,0.946031746031746,-0.3708436579098944,0.3249042577157015,Negative (Low/Med arousal)
080.txt,-1,Outlier,080,080.wav,-0.0015,-0.0006,1.1722,3.948,0.7794100356862692,0.8550882867226637,0.6019811681011465,0.9904761904761904,0.956838903271392,0.719700382969137,"Excited (Positive, High arousal)"
081.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",081,081.wav,-0.0012,-0.0005,0.3024,3.3877,0.1077070640377606,0.6981042848918496,0.6419724728169287,0.992063492063492,-0.4265583447414073,0.4041450777202072,Neutral
082.txt,-1,Outlier,082,082.wav,-0.0074,-0.0032,0.3444,3.2237,-0.4284818843369523,0.630494141037056,-0.5280661335073596,0.9492063492063492,-0.3288976351665449,0.3117819328677629,Negative (Low/Med arousal)
083.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",083,083.wav,-0.0052,-0.0022,1.1202,3.8881,0.4173938124599609,0.8255223362905273,-0.1083616818851564,0.9650793650793652,0.9431493068050784,0.6859653075016895,"Excited (Positive, High arousal)"
084.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",084,084.wav,-0.0114,-0.0049,0.3003,3.2815,-0.6642161102880205,0.6332782658756976,-0.8972186884489898,0.9222222222222222,-0.4312135321270512,0.344334309529173,Negative (Low/Med arousal)
085.txt,-1,Outlier,085,085.wav,-0.0018,-0.0008,1.7799,4.3403,0.7785500927499125,0.9639706855183312,0.5587233694047807,0.9873015873015872,0.9983768160950444,0.9406397837350752,"Excited (Positive, High arousal)"
086.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",086,086.wav,-0.0987,-0.0423,1.4069,4.1163,-0.0061249519107543,0.5715283364979241,-1.0,0.3285714285714286,0.9877500961784912,0.8144852444244196,Neutral
087.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",087,087.wav,-0.0028,-0.0012,0.736,3.6693,0.5048008807972308,0.7718458683315632,0.391353699250912,0.9809523809523808,0.6182480623435496,0.5627393557107454,"Excited (Positive, High arousal)"
088.txt,-1,Outlier,088,088.wav,-0.0101,-0.0043,0.3504,3.4074,-0.5700639459928052,0.6734929753233425,-0.8258428233626055,0.9317460317460318,-0.3142850686230047,0.4152399189006531,Negative (Low/Med arousal)
089.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",089,089.wav,-0.0001,-0.0001,0.99,3.8386,0.8249506824268165,0.8282500527431818,0.7619539464903256,0.9984126984126984,0.8879474183633073,0.6580874070736651,"Excited (Positive, High arousal)"
090.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",090,090.wav,-0.0233,-0.01,0.2581,3.3544,-0.7595780268573005,0.6133303475328706,-0.9993893870603824,0.8412698412698413,-0.5197666666542183,0.3853908537958999,Negative (Low/Med arousal)
091.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",091,091.wav,-0.0035,-0.0015,0.6062,3.5784,0.3044670627291705,0.7438679346485157,0.2553177523343455,0.9761904761904762,0.3536163731239955,0.5115453931065552,Neutral
092.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",092,092.wav,-0.0042,-0.0018,0.326,3.4061,-0.1321773747255865,0.6929681717246483,0.1083616818851566,0.9714285714285714,-0.3727164313363297,0.4145077720207252,Neutral
093.txt,-1,Outlier,093,093.wav,-0.0952,-0.0408,0.8029,3.6711,-0.1409057564966493,0.4580670249627221,-1.0,0.3523809523809523,0.7181884870067012,0.5637530975444919,Neutral
094.txt,-1,Outlier,094,094.wav,-0.0026,-0.0011,0.302,3.3887,5.9079998209699e-05,0.6936239750837633,0.4275649621965259,0.9825396825396826,-0.4274468022001065,0.404708267627844,Neutral
095.txt,1,"autonomous vehicles, electric vehicles, personal mobility, final validation, electric vehicle, autonomous vehicle, transformative technologies, mass production, next winter, right investments",095,095.wav,-0.0038,-0.0016,0.752,3.652,0.4188671425853482,0.7637996724559013,0.1933547687110743,0.9746031746031748,0.6443795164596222,0.552996170308628,"Excited (Positive, High arousal)"
096.txt,0,"retail sales, average transaction, tougher business, strategic plan, total sales, significant moves, softer industry, retail market, relentless focus, overall industry",096,096.wav,-0.0023,-0.001,1.0273,3.808,0.6934685744917637,0.8124903900134806,0.4793857139904118,0.984126984126984,0.9075514349931156,0.6408537958999772,"Excited (Positive, High arousal)"
097.txt,-1,Outlier,097,097.wav,-0.0001,-0.0,1.528,4.1898,0.8777952993575173,0.9279398513178644,0.7619539464903256,1.0,0.9936366522247092,0.8558797026357285,"Excited (Positive, High arousal)"
098.txt,-1,Outlier,098,098.wav,-0.0004,-0.0002,0.2134,3.3355,0.0652217171876931,0.6857859806834801,0.733186713894282,0.9968253968253968,-0.6027432795188957,0.3747465645415633,Neutral
