Index,Audio Path,Transcript Path
018,Fidelity National Information Services_20170802/CEO/018-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/018.txt
019,Fidelity National Information Services_20170802/CEO/019-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/019.txt
020,Fidelity National Information Services_20170802/CEO/020-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/020.txt
021,Fidelity National Information Services_20170802/CEO/021-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/021.txt
022,Fidelity National Information Services_20170802/CEO/022-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/022.txt
023,Fidelity National Information Services_20170802/CEO/023-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/023.txt
024,Fidelity National Information Services_20170802/CEO/024-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/024.txt
025,Fidelity National Information Services_20170802/CEO/025-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/025.txt
026,Fidelity National Information Services_20170802/CEO/026-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/026.txt
027,Fidelity National Information Services_20170802/CEO/027-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/027.txt
028,Fidelity National Information Services_20170802/CEO/028-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/028.txt
029,Fidelity National Information Services_20170802/CEO/029-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/029.txt
030,Fidelity National Information Services_20170802/CEO/030-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/030.txt
031,Fidelity National Information Services_20170802/CEO/031-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/031.txt
032,Fidelity National Information Services_20170802/CEO/032-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/032.txt
033,Fidelity National Information Services_20170802/CEO/033-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/033.txt
034,Fidelity National Information Services_20170802/CEO/034-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/034.txt
035,Fidelity National Information Services_20170802/CEO/035-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/035.txt
036,Fidelity National Information Services_20170802/CEO/036-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/036.txt
037,Fidelity National Information Services_20170802/CEO/037-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/037.txt
038,Fidelity National Information Services_20170802/CEO/038-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/038.txt
039,Fidelity National Information Services_20170802/CEO/039-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/039.txt
040,Fidelity National Information Services_20170802/CEO/040-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/040.txt
041,Fidelity National Information Services_20170802/CEO/041-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/041.txt
042,Fidelity National Information Services_20170802/CEO/042-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/042.txt
043,Fidelity National Information Services_20170802/CEO/043-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/043.txt
044,Fidelity National Information Services_20170802/CEO/044-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/044.txt
045,Fidelity National Information Services_20170802/CEO/045-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/045.txt
046,Fidelity National Information Services_20170802/CEO/046-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/046.txt
047,Fidelity National Information Services_20170802/CEO/047-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/047.txt
048,Fidelity National Information Services_20170802/CEO/048-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/048.txt
049,Fidelity National Information Services_20170802/CEO/049-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/049.txt
050,Fidelity National Information Services_20170802/CEO/050-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/050.txt
051,Fidelity National Information Services_20170802/CEO/051-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/051.txt
052,Fidelity National Information Services_20170802/CEO/052-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/052.txt
053,Fidelity National Information Services_20170802/CEO/053-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/053.txt
054,Fidelity National Information Services_20170802/CEO/054-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/054.txt
055,Fidelity National Information Services_20170802/CEO/055-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/055.txt
056,Fidelity National Information Services_20170802/CEO/056-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/056.txt
057,Fidelity National Information Services_20170802/CEO/057-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/057.txt
058,Fidelity National Information Services_20170802/CEO/058-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/058.txt
059,Fidelity National Information Services_20170802/CEO/059-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/059.txt
060,Fidelity National Information Services_20170802/CEO/060-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/060.txt
061,Fidelity National Information Services_20170802/CEO/061-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/061.txt
062,Fidelity National Information Services_20170802/CEO/062-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/062.txt
063,Fidelity National Information Services_20170802/CEO/063-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/063.txt
064,Fidelity National Information Services_20170802/CEO/064-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/064.txt
065,Fidelity National Information Services_20170802/CEO/065-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/065.txt
066,Fidelity National Information Services_20170802/CEO/066-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/066.txt
067,Fidelity National Information Services_20170802/CEO/067-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/067.txt
068,Fidelity National Information Services_20170802/CEO/068-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/068.txt
069,Fidelity National Information Services_20170802/CEO/069-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/069.txt
070,Fidelity National Information Services_20170802/CEO/070-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/070.txt
071,Fidelity National Information Services_20170802/CEO/071-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/071.txt
072,Fidelity National Information Services_20170802/CEO/072-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/072.txt
073,Fidelity National Information Services_20170802/CEO/073-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/073.txt
074,Fidelity National Information Services_20170802/CEO/074-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/074.txt
075,Fidelity National Information Services_20170802/CEO/075-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/075.txt
076,Fidelity National Information Services_20170802/CEO/076-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/076.txt
077,Fidelity National Information Services_20170802/CEO/077-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/077.txt
078,Fidelity National Information Services_20170802/CEO/078-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/078.txt
079,Fidelity National Information Services_20170802/CEO/079-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/079.txt
080,Fidelity National Information Services_20170802/CEO/080-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/080.txt
081,Fidelity National Information Services_20170802/CEO/081-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/081.txt
082,Fidelity National Information Services_20170802/CEO/082-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/082.txt
083,Fidelity National Information Services_20170802/CEO/083-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/083.txt
084,Fidelity National Information Services_20170802/CEO/084-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/084.txt
085,Fidelity National Information Services_20170802/CEO/085-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/085.txt
086,Fidelity National Information Services_20170802/CEO/086-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/086.txt
087,Fidelity National Information Services_20170802/CEO/087-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/087.txt
088,Fidelity National Information Services_20170802/CEO/088-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/088.txt
089,Fidelity National Information Services_20170802/CEO/089-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/089.txt
090,Fidelity National Information Services_20170802/CEO/090-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/090.txt
091,Fidelity National Information Services_20170802/CEO/091-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/091.txt
092,Fidelity National Information Services_20170802/CEO/092-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/092.txt
093,Fidelity National Information Services_20170802/CEO/093-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/093.txt
094,Fidelity National Information Services_20170802/CEO/094-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/094.txt
095,Fidelity National Information Services_20170802/CEO/095-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/095.txt
096,Fidelity National Information Services_20170802/CEO/096-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/096.txt
097,Fidelity National Information Services_20170802/CEO/097-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/097.txt
098,Fidelity National Information Services_20170802/CEO/098-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/098.txt
099,Fidelity National Information Services_20170802/CEO/099-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/099.txt
100,Fidelity National Information Services_20170802/CEO/100-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/100.txt
101,Fidelity National Information Services_20170802/CEO/101-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/101.txt
102,Fidelity National Information Services_20170802/CEO/102-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/102.txt
103,Fidelity National Information Services_20170802/CEO/103-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/103.txt
104,Fidelity National Information Services_20170802/CEO/104-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/104.txt
105,Fidelity National Information Services_20170802/CEO/105-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/105.txt
106,Fidelity National Information Services_20170802/CEO/106-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/106.txt
107,Fidelity National Information Services_20170802/CEO/107-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/107.txt
108,Fidelity National Information Services_20170802/CEO/108-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/108.txt
109,Fidelity National Information Services_20170802/CEO/109-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/109.txt
110,Fidelity National Information Services_20170802/CEO/110-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/110.txt
111,Fidelity National Information Services_20170802/CEO/111-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/111.txt
112,Fidelity National Information Services_20170802/CEO/112-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/112.txt
113,Fidelity National Information Services_20170802/CEO/113-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/113.txt
114,Fidelity National Information Services_20170802/CEO/114-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/114.txt
115,Fidelity National Information Services_20170802/CEO/115-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/115.txt
116,Fidelity National Information Services_20170802/CEO/116-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/116.txt
117,Fidelity National Information Services_20170802/CEO/117-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/117.txt
118,Fidelity National Information Services_20170802/CEO/118-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/118.txt
119,Fidelity National Information Services_20170802/CEO/119-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/119.txt
120,Fidelity National Information Services_20170802/CEO/120-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/120.txt
121,Fidelity National Information Services_20170802/CEO/121-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/121.txt
122,Fidelity National Information Services_20170802/CEO/122-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/122.txt
123,Fidelity National Information Services_20170802/CEO/123-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/123.txt
124,Fidelity National Information Services_20170802/CEO/124-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/124.txt
125,Fidelity National Information Services_20170802/CEO/125-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/125.txt
126,Fidelity National Information Services_20170802/CEO/126-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/126.txt
127,Fidelity National Information Services_20170802/CEO/127-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/127.txt
128,Fidelity National Information Services_20170802/CEO/128-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/128.txt
129,Fidelity National Information Services_20170802/CEO/129-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/129.txt
130,Fidelity National Information Services_20170802/CEO/130-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/130.txt
131,Fidelity National Information Services_20170802/CEO/131-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/131.txt
132,Fidelity National Information Services_20170802/CEO/132-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/132.txt
133,Fidelity National Information Services_20170802/CEO/133-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/133.txt
134,Fidelity National Information Services_20170802/CEO/134-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/134.txt
135,Fidelity National Information Services_20170802/CEO/135-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/135.txt
136,Fidelity National Information Services_20170802/CEO/136-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/136.txt
137,Fidelity National Information Services_20170802/CEO/137-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/137.txt
138,Fidelity National Information Services_20170802/CEO/138-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/138.txt
139,Fidelity National Information Services_20170802/CEO/139-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/139.txt
140,Fidelity National Information Services_20170802/CEO/140-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/140.txt
141,Fidelity National Information Services_20170802/CEO/141-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/141.txt
142,Fidelity National Information Services_20170802/CEO/142-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/142.txt
143,Fidelity National Information Services_20170802/CEO/143-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/143.txt
144,Fidelity National Information Services_20170802/CEO/144-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/144.txt
145,Fidelity National Information Services_20170802/CEO/145-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/145.txt
146,Fidelity National Information Services_20170802/CEO/146-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/146.txt
147,Fidelity National Information Services_20170802/CEO/147-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/147.txt
148,Fidelity National Information Services_20170802/CEO/148-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/148.txt
149,Fidelity National Information Services_20170802/CEO/149-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/149.txt
150,Fidelity National Information Services_20170802/CEO/150-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/150.txt
151,Fidelity National Information Services_20170802/CEO/151-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/151.txt
152,Fidelity National Information Services_20170802/CEO/152-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/152.txt
153,Fidelity National Information Services_20170802/CEO/153-JamesW.Woodall.mp3,Fidelity National Information Services_20170802/sent_token/153.txt
